DateTime	SPoRT Evaporative Stress Index (ESI-4WEEK): avg
9/17/2009 0:00	0.21292308
9/24/2009 0:00	0.605047882
10/1/2009 0:00	0.827337861
10/8/2009 0:00	0.702654302
10/15/2009 0:00	0.746103108
10/22/2009 0:00	0.332966626
10/29/2009 0:00	-0.246147051
11/5/2009 0:00	-0.39111793
11/12/2009 0:00	-0.492953062
11/19/2009 0:00	-0.230009779
11/26/2009 0:00	0.070580341
12/3/2009 0:00	0.183442548
12/11/2009 0:00	0.409543365
12/18/2009 0:00	0.252524644
12/25/2009 0:00	0.064152241
1/1/2010 0:00	0.110784382
1/8/2010 0:00	-0.19497928
1/15/2010 0:00	-0.449434847
1/22/2010 0:00	-0.294799745
1/29/2010 0:00	-0.47371605
2/5/2010 0:00	-0.103567749
2/12/2010 0:00	0.586434364
2/19/2010 0:00	0.498300761
2/26/2010 0:00	0.508859992
3/5/2010 0:00	0.677595139
3/12/2010 0:00	0.609518766
3/19/2010 0:00	0.415643483
3/26/2010 0:00	0.568857431
4/2/2010 0:00	0.394584477
4/9/2010 0:00	-0.043407865
4/16/2010 0:00	0.508901358
4/23/2010 0:00	0.626312852
4/30/2010 0:00	0.530565858
5/7/2010 0:00	0.397845924
5/14/2010 0:00	0.377216786
5/21/2010 0:00	0.806245923
5/28/2010 0:00	0.955439687
6/4/2010 0:00	0.713114381
6/11/2010 0:00	0.535348356
6/18/2010 0:00	0.561431468
6/25/2010 0:00	0.514447689
7/2/2010 0:00	-0.011646171
7/9/2010 0:00	-0.108317606
7/16/2010 0:00	-0.204071969
7/23/2010 0:00	-0.320740581
7/30/2010 0:00	-0.132092461
8/6/2010 0:00	0.682822287
8/13/2010 0:00	0.452396691
8/20/2010 0:00	0.512877226
8/27/2010 0:00	0.427644342
9/3/2010 0:00	0.621079743
9/10/2010 0:00	0.629627466
9/17/2010 0:00	0.808010936
9/24/2010 0:00	1.115919709
10/1/2010 0:00	1.197793484
10/8/2010 0:00	0.8054443
10/15/2010 0:00	0.477693617
10/22/2010 0:00	0.888627827
10/29/2010 0:00	0.751014888
11/5/2010 0:00	0.62006402
11/12/2010 0:00	0.657253981
11/19/2010 0:00	0.468117476
11/26/2010 0:00	0.583253622
12/3/2010 0:00	0.503391087
12/11/2010 0:00	0.657445669
12/18/2010 0:00	0.762634337
12/25/2010 0:00	0.851042271
1/1/2011 0:00	0.935075045
1/8/2011 0:00	1.113617063
1/15/2011 0:00	1.138364196
1/22/2011 0:00	0.993915141
1/29/2011 0:00	0.776043296
2/5/2011 0:00	0.353676647
2/12/2011 0:00	0.528536677
2/19/2011 0:00	0.856901824
2/26/2011 0:00	1.202439308
3/5/2011 0:00	0.822766542
3/12/2011 0:00	0.236384287
3/19/2011 0:00	0.162437662
3/26/2011 0:00	-0.012649186
4/2/2011 0:00	-0.124039635
4/9/2011 0:00	0.141002819
4/16/2011 0:00	-0.023849403
4/23/2011 0:00	-0.201924637
4/30/2011 0:00	-0.307016253
5/7/2011 0:00	0.390457541
5/14/2011 0:00	0.234577522
5/21/2011 0:00	0.108529255
5/28/2011 0:00	0.431461364
6/4/2011 0:00	0.456539214
6/11/2011 0:00	0.46915257
6/18/2011 0:00	0.4205468
6/25/2011 0:00	0.921251416
7/2/2011 0:00	0.828834474
7/9/2011 0:00	0.970428288
7/16/2011 0:00	0.802226961
7/23/2011 0:00	0.318255246
7/30/2011 0:00	0.306678146
8/6/2011 0:00	0.248990148
8/13/2011 0:00	0.061386038
8/20/2011 0:00	0.745566785
8/27/2011 0:00	0.726516604
9/3/2011 0:00	0.455568492
9/10/2011 0:00	0.466127783
9/17/2011 0:00	0.494954109
9/24/2011 0:00	0.541949451
10/1/2011 0:00	-0.865715802
10/8/2011 0:00	-0.488423854
10/15/2011 0:00	-0.177773878
10/22/2011 0:00	0.122630663
10/29/2011 0:00	0.30867815
11/5/2011 0:00	-0.280630827
11/12/2011 0:00	-0.639392614
11/19/2011 0:00	-0.956447661
11/26/2011 0:00	-0.936980009
12/3/2011 0:00	-0.566356122
12/11/2011 0:00	-0.846164644
12/18/2011 0:00	-0.797929585
12/25/2011 0:00	-0.946270704
1/1/2012 0:00	-0.500398934
1/8/2012 0:00	0.142705619
1/15/2012 0:00	0.413000941
1/22/2012 0:00	0.626000822
1/29/2012 0:00	0.889067292
2/5/2012 0:00	0.833287358
2/12/2012 0:00	0.73621577
2/19/2012 0:00	0.278625697
2/26/2012 0:00	0.05550335
3/4/2012 0:00	-0.176266655
3/11/2012 0:00	-0.388914257
3/18/2012 0:00	0.511715293
3/25/2012 0:00	0.760637522
4/1/2012 0:00	0.743517578
4/8/2012 0:00	0.488823831
4/15/2012 0:00	0.37901938
4/22/2012 0:00	0.210158825
4/29/2012 0:00	0.420863897
5/6/2012 0:00	0.238434032
5/13/2012 0:00	0.450309038
5/20/2012 0:00	0.04552719
5/27/2012 0:00	0.886648118
6/3/2012 0:00	0.71537596
6/10/2012 0:00	0.370596021
6/17/2012 0:00	0.647084475
6/24/2012 0:00	0.638351917
7/1/2012 0:00	0.560975611
7/8/2012 0:00	0.586182177
7/15/2012 0:00	0.3647542
7/22/2012 0:00	0.822636127
7/29/2012 0:00	0.567169905
8/5/2012 0:00	0.557391346
8/12/2012 0:00	0.49442789
8/19/2012 0:00	0.404646605
8/26/2012 0:00	0.339540869
9/2/2012 0:00	0.307494819
9/9/2012 0:00	0.078407213
9/16/2012 0:00	0.459406704
9/23/2012 0:00	0.588038683
9/30/2012 0:00	0.827216387
10/7/2012 0:00	0.28753522
10/14/2012 0:00	0.33230719
10/21/2012 0:00	0.584835231
