"","X","year","month","mean_evi","date","Precipitation","Evapotranspiration","Humidity","Drought","MiniTemperature","MaxTemperature"
"190",190,2015,10,NA,"2015-10-01",5.97474361854259,4.29847932310496e-05,0.0170908787216324,-374.462371051047,233.745886785746,298.94549458076
"191",88,2015,11,0.867244884733879,"2015-11-01",3.10155691846279,4.25060751929071e-05,0.0168991066060102,-310.865615359623,223.614299105813,321.296795717923
"192",89,2015,12,0.5265,"2015-12-01",0.290730803967828,2.47644453362782e-05,0.0119164498124847,-369.029159930021,218.876142650626,317.733321342881
"193",90,2016,1,0.558308911671924,"2016-01-01",0.259920399960771,1.92543363481236e-05,0.0115965410318924,-426.498565384803,223.68822909793,326.619526871767
"194",194,2016,2,NA,"2016-02-01",0.798298461821468,1.68194465850841e-05,0.0132167250788653,-512.480898576198,238.717007420988,342.56604385653
"195",91,2016,3,0.715071943365365,"2016-03-01",5.56525559578998,3.83709170330189e-05,0.0173922951550087,-590.678330779851,234.458557372841,331.589613641683
"196",196,2016,4,NA,"2016-04-01",3.05895373234439,3.77927130380686e-05,0.0180286415381483,-712.712817688766,236.501537974335,326.828239918198
"197",197,2016,5,NA,"2016-05-01",5.79481263124656,4.41676334374309e-05,0.0177178473808679,-809.399416163038,236.679363727075,319.121903772827
"198",198,2016,6,NA,"2016-06-01",5.49589573897144,4.40486846710012e-05,0.0169042169969062,-880.337682156693,227.406536778342,297.88963197313
"199",199,2016,7,NA,"2016-07-01",2.05858445238785,3.53620716457568e-05,0.0163820113386196,-953.305928082604,228.281303271651,290.195875597266
"200",200,2016,8,NA,"2016-08-01",2.24125878741692,2.93827299116704e-05,0.0158057139003595,-966.468453225402,220.501844446027,284.08758485213
"201",201,2016,9,NA,"2016-09-01",7.13528053820507,4.12575860464578e-05,0.0165537062743969,-971.836594009314,225.684923189987,294.354163940931
"202",202,2016,10,NA,"2016-10-01",6.50096747561732,4.89429431945343e-05,0.0173575008175143,-1015.18981344318,228.821835272237,308.145531005226
"203",203,2016,11,NA,"2016-11-01",3.41505965727209,4.08553654467787e-05,0.017416840450449,-1109.48881662652,229.330989800641,321.337852032903
"204",92,2016,12,0.667896879643388,"2016-12-01",1.39591478570271,3.20411389318329e-05,0.0163009554782701,-1150.73948607867,227.747590397546,322.950699579574
"205",93,2017,1,0.653974301110396,"2017-01-01",1.41236295662991,3.14475100705962e-05,0.0144122092836232,-1160.88389577054,223.697789610806,326.604431773252
"206",94,2017,2,0.642255448208929,"2017-02-01",1.61405197809115,2.78357982468155e-05,0.0162577074253416,-1150.69719514768,233.726711785203,337.565040465872
"207",95,2017,3,0.759822940159375,"2017-03-01",3.60847463273984,3.55640559373996e-05,0.0174499345009032,-1188.64500004209,234.96916825814,332.101711032765
"208",96,2017,4,0.763292631578947,"2017-04-01",4.63956077374965,4.1029536233611e-05,0.017912262399244,-1189.29848901604,232.573859221465,322.909114452302
"209",97,2017,5,0.858668300992016,"2017-05-01",6.06967530739413,4.42311474480961e-05,0.0179832389895178,-1234.28935250514,234.154945838,316.562689956187
"210",210,2017,6,NA,"2017-06-01",11.0012832606321,4.11395069077796e-05,0.0176400278955652,-1239.38316014,229.152974025535,299.622982702289
"211",211,2017,7,NA,"2017-07-01",3.74194671551453,4.58803328242666e-05,0.0163514844742645,-1269.82388740274,225.195069410809,287.09305158057
"212",212,2017,8,NA,"2017-08-01",1.90711848134198,4.21465723225832e-05,0.0159593495012607,-1248.36603436025,218.118041280385,281.714619225195
"213",213,2017,9,NA,"2017-09-01",2.85313740181354,4.13820073214938e-05,0.0164198880415144,-1250.51918855348,225.71755167052,294.364329186203
"214",214,2017,10,NA,"2017-10-01",7.21496303732178,4.73029568194907e-05,0.0171812257254521,-1312.19667205494,231.080221735264,310.414328383981
"215",98,2017,11,0.810160013117621,"2017-11-01",3.64672039037332,4.2137723546604e-05,0.0169954993349205,-1344.93187648138,226.618291730087,318.577320745616
"216",216,2017,12,NA,"2017-12-01",2.08292660500988,3.98662050419507e-05,0.0153192476013438,-1354.42080446326,222.867071960848,318.080153196892
"217",217,2018,1,NA,"2018-01-01",0.304694462574623,3.02498212443945e-05,0.0135635576374721,-76.127124912267,209.808737092984,320.074774242276
"218",99,2018,2,0.636206785964698,"2018-02-01",2.20032030746165,2.8903675257738e-05,0.0160614237195086,-171.79871952689,233.594719753361,333.666329169952
"219",100,2018,3,0.754245813282002,"2018-03-01",3.74880532588683,3.81377594667319e-05,0.0172602062092278,-183.041405026204,225.74489910627,319.781459328392
"220",220,2018,4,NA,"2018-04-01",3.19508384066785,3.85566358037042e-05,0.0175974450095708,-218.775019935687,232.897349006204,322.979300000533
"221",221,2018,5,NA,"2018-05-01",7.1264063101596,4.45227727287726e-05,0.0175914181177257,-257.11331530971,235.46979716073,315.690748550928
"222",222,2018,6,NA,"2018-06-01",6.89635458655612,4.63264989000996e-05,0.0171352600087613,-293.361953917724,230.026280304488,298.263883362559
"223",223,2018,7,NA,"2018-07-01",3.54112013636821,4.42724836371107e-05,0.0165771945720878,-281.006173805636,226.097023103592,285.504726751791
"224",224,2018,8,NA,"2018-08-01",2.05739834221208,4.24644704094877e-05,0.0158397767803758,-238.722842303412,221.028988195418,282.266031144694
"225",225,2018,9,NA,"2018-09-01",5.89793172144614,4.53995224970565e-05,0.016778905747061,-206.748890612544,226.174413398216,291.284638321537
"226",226,2018,10,NA,"2018-10-01",5.4349662184139,4.5503667682435e-05,0.0172679877985372,-121.269753969047,229.227316025236,302.186172040078
"227",101,2018,11,0.8302,"2018-11-01",3.25695199732422,4.3758982326215e-05,0.0172488653353318,-147.187235750727,226.693623452761,318.362618607291
"228",102,2018,12,0.671738898155378,"2018-12-01",0.415068680973966,3.58401930019987e-05,0.0142514648936644,-150.053957023495,216.301950584605,319.256712185673
"229",103,2019,1,0.648991606998392,"2019-01-01",0.587507604716446,2.47689434752543e-05,0.0140909968208901,-173.498976370646,231.098796031163,334.026777109498
"230",104,2019,2,0.70509026128266,"2019-02-01",2.28781523981844,3.15708623340991e-05,0.0162642386673731,-202.989030670988,235.931864946005,339.777974829774
"231",105,2019,3,0.743126094819649,"2019-03-01",3.40512634432971,3.74740119310903e-05,0.0167466614175681,-251.976554549375,239.286386312609,336.407812782416
"232",106,2019,4,0.787196995701612,"2019-04-01",5.25666253143658,4.2817061906342e-05,0.018271830805496,-273.937715547023,242.21028956203,332.538746145705
"233",233,2019,5,NA,"2019-05-01",7.63400423432237,4.58069240794213e-05,0.0180045503429233,-274.755261296603,238.635795303803,321.067164403591
"234",234,2019,6,NA,"2019-06-01",5.53770172894953,4.81792034033898e-05,0.017424140966727,-297.02016296138,235.515250873912,305.987605351441
"235",235,2019,7,NA,"2019-07-01",3.68562995091169,4.51227605049126e-05,0.0167112019183885,-307.739143853316,231.654356487311,293.555901348794
"236",236,2019,8,NA,"2019-08-01",1.60364341396666,4.0220837659874e-05,0.016098585814406,-322.446952496191,224.984889641949,288.588091545126
"237",237,2019,9,NA,"2019-09-01",6.2824141077592,4.42954319617822e-05,0.0169900915650459,-274.635315016996,230.95917176369,299.605694198499
"238",107,2019,10,0.856206396739612,"2019-10-01",9.06641188425214,4.490870992074e-05,0.0173413955125865,-48.5786931787496,229.474491250004,308.807735679167
"239",108,2019,11,0.828030593015214,"2019-11-01",3.41647772436041,4.85742417692999e-05,0.0174381388138471,-93.8761718443992,238.598649621756,330.578202689291
"240",109,2019,12,0.776315473684211,"2019-12-01",1.40872340016331,4.15886821096107e-05,0.0154734971991448,-152.212942967292,237.749546106419,332.951328293362
"241",110,2020,1,0.698630131503716,"2020-01-01",0.235443458930046,3.27531500795725e-05,0.0124486048416159,-223.679409187327,226.346972840027,330.558167979125
"242",111,2020,2,0.612904935586415,"2020-02-01",0.363375666519549,2.48795218153809e-05,0.0135463479641501,-350.822274948382,242.672799600028,348.245573402466
"243",112,2020,3,0.6575,"2020-03-01",3.65341524208889,3.56542443635844e-05,0.0174212901361346,-326.287872270498,237.799472515973,335.31702529263
"244",113,2020,4,0.816765216596043,"2020-04-01",3.79454992173949,4.114789083167e-05,0.017651833746492,-383.021737455695,237.920654818339,327.867834715733
"245",245,2020,5,NA,"2020-05-01",7.79870090198848,4.86651794913988e-05,0.0180763392823981,-402.513832277162,241.504393300117,323.461624577439
"246",246,2020,6,NA,"2020-06-01",7.64761045396329,4.89843098575294e-05,0.0173239988319365,-440.31165711818,233.547306570095,304.423611248746
"247",247,2020,7,NA,"2020-07-01",2.01293314610591,4.39981851586735e-05,0.0161987937369658,-458.65595990146,227.297047126448,289.28255778947
"248",248,2020,8,NA,"2020-08-01",0.74317386136512,4.19822826339486e-05,0.0151822638813939,-510.456936899976,223.646469903794,286.9884059035
"249",249,2020,9,NA,"2020-09-01",3.50108822621575,4.22288533703501e-05,0.016167569043577,-534.671422983654,228.098333217675,296.466627796422
"250",250,2020,10,NA,"2020-10-01",6.82461522179506,4.92003776682836e-05,0.0169319160936375,-510.984619812397,229.503341391377,309.045537933102
"251",251,2020,11,NA,"2020-11-01",4.04072758771442,4.40493730267779e-05,0.0171290925957084,-508.478885375654,231.569940288705,322.944273588015
"252",252,2020,12,NA,"2020-12-01",1.5464123028457,3.62471639145532e-05,0.0166513284790692,-486.416362708013,229.943827477847,324.848539260323
"253",253,2021,1,NA,"2021-01-01",1.54768835380869,3.00043800073514e-05,0.0165361655944536,-470.270726944277,219.078453598047,323.285686158102
"254",254,2021,2,NA,"2021-02-01",1.91475849887351,2.87706460442236e-05,0.0169199188420255,-493.589615366809,228.48237090342,334.056406264838
"255",114,2021,3,0.717102275943758,"2021-03-01",4.86332328477685,3.58156768944696e-05,0.0174484137313518,-526.959041091379,229.936538104314,327.454528580264
"256",115,2021,4,0.78735499817965,"2021-04-01",2.38234393288778,3.37480915305187e-05,0.0180998807597819,-587.200136984915,237.987057096379,327.928272890207
"257",257,2021,5,NA,"2021-05-01",3.02530860146743,4.0940691541573e-05,0.0178723641896114,-623.343463308658,241.27816741762,323.239149846803
"258",258,2021,6,NA,"2021-06-01",6.20723124757057,4.39621499122279e-05,0.0171176130168829,-623.311713987911,234.240698952987,305.117674429475
"259",259,2021,7,NA,"2021-07-01",3.81365561259455,4.44563641583365e-05,0.0161356090775416,-579.35737217597,229.906647093491,291.892642100691
"260",260,2021,8,NA,"2021-08-01",5.31446855697628,3.77123173441377e-05,0.0162532461213027,-544.347683663616,226.336229908988,289.674973288582
"261",116,2021,9,0.795548752922837,"2021-09-01",9.31887720967718,4.77633255740913e-05,0.0168860163197024,-409.669268656436,229.169866469844,297.537572042184
"262",262,2021,10,NA,"2021-10-01",7.79130271229725,5.0357255092973e-05,0.0175108432891154,-345.979306190235,232.057084888661,311.599281430393
"263",117,2021,11,0.847732750282355,"2021-11-01",4.92752262053291,4.52598909949203e-05,0.017536892103602,-341.409122230153,231.464701325746,322.832326535617
"264",264,2021,12,NA,"2021-12-01",0.881110674842831,4.13276046714238e-05,0.0162632377340182,-376.964783461464,237.76472658728,332.668206056381
